mapa_1_resultados.xlsx,58,AL2021,010500,AM,CH,party,CH,,1609
mapa_1_resultados.xlsx,58,AL2021,010500,AM,IL,party,IL,,1025
mapa_1_resultados.xlsx,58,AL2021,010500,AM,PCP-PEV,coalition,PCP-PEV,,1355
mapa_1_resultados.xlsx,58,AL2021,010500,AM,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,16271
mapa_1_resultados.xlsx,58,AL2021,010500,AM,[B],coalition,PS-PAN,VIVA AVEIRO,9184
mapa_1_resultados.xlsx,59,AL2021,010501,AF,B.E.,party,B.E.,,175
mapa_1_resultados.xlsx,59,AL2021,010501,AF,CH,party,CH,,138
mapa_1_resultados.xlsx,59,AL2021,010501,AF,PCP-PEV,coalition,PCP-PEV,,81
mapa_1_resultados.xlsx,59,AL2021,010501,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,1841
mapa_1_resultados.xlsx,59,AL2021,010501,AF,[B],coalition,PS-PAN,VIVA AVEIRO,711
mapa_1_resultados.xlsx,59,AL2021,010501,AF,[D],citizen_group,SA,Sentir Aradas,761
mapa_1_resultados.xlsx,60,AL2021,010502,AF,B.E.,party,B.E.,,190
mapa_1_resultados.xlsx,60,AL2021,010502,AF,PCP-PEV,coalition,PCP-PEV,,110
mapa_1_resultados.xlsx,60,AL2021,010502,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,1960
mapa_1_resultados.xlsx,60,AL2021,010502,AF,[B],coalition,PS-PAN,VIVA AVEIRO,626
mapa_1_resultados.xlsx,61,AL2021,010505,AF,B.E.,party,B.E.,,404
mapa_1_resultados.xlsx,61,AL2021,010505,AF,CH,party,CH,,271
mapa_1_resultados.xlsx,61,AL2021,010505,AF,PCP-PEV,coalition,PCP-PEV,,244
mapa_1_resultados.xlsx,61,AL2021,010505,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,2285
mapa_1_resultados.xlsx,61,AL2021,010505,AF,[B],coalition,PS-PAN,VIVA AVEIRO,1755
mapa_1_resultados.xlsx,62,AL2021,010508,AF,B.E.,party,B.E.,,207
mapa_1_resultados.xlsx,62,AL2021,010508,AF,PCP-PEV,coalition,PCP-PEV,,50
mapa_1_resultados.xlsx,62,AL2021,010508,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,1270
mapa_1_resultados.xlsx,62,AL2021,010508,AF,[B],coalition,PS-PAN,VIVA AVEIRO,371
mapa_1_resultados.xlsx,63,AL2021,010510,AF,B.E.,party,B.E.,,188
mapa_1_resultados.xlsx,63,AL2021,010510,AF,PCP-PEV,coalition,PCP-PEV,,57
mapa_1_resultados.xlsx,63,AL2021,010510,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,1321
mapa_1_resultados.xlsx,63,AL2021,010510,AF,[D],citizen_group,SB MM,São Bernardo Mais e Melhor,715
mapa_1_resultados.xlsx,64,AL2021,010511,AF,CH,party,CH,,1
mapa_1_resultados.xlsx,64,AL2021,010511,AF,PCP-PEV,coalition,PCP-PEV,,102
mapa_1_resultados.xlsx,64,AL2021,010511,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,211
mapa_1_resultados.xlsx,64,AL2021,010511,AF,[B],coalition,PS-PAN,VIVA AVEIRO,240
mapa_1_resultados.xlsx,65,AL2021,010513,AF,B.E.,party,B.E.,,274
mapa_1_resultados.xlsx,65,AL2021,010513,AF,PCP-PEV,coalition,PCP-PEV,,113
mapa_1_resultados.xlsx,65,AL2021,010513,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,1792
mapa_1_resultados.xlsx,65,AL2021,010513,AF,[B],coalition,PS-PAN,VIVA AVEIRO,954
mapa_1_resultados.xlsx,66,AL2021,010515,AF,B.E.,party,B.E.,,141
mapa_1_resultados.xlsx,66,AL2021,010515,AF,PCP-PEV,coalition,PCP-PEV,,72
mapa_1_resultados.xlsx,66,AL2021,010515,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,1192
mapa_1_resultados.xlsx,66,AL2021,010515,AF,[B],coalition,PS-PAN,VIVA AVEIRO,1140
mapa_1_resultados.xlsx,67,AL2021,010516,AF,B.E.,party,B.E.,,126
mapa_1_resultados.xlsx,67,AL2021,010516,AF,PCP-PEV,coalition,PCP-PEV,,33
mapa_1_resultados.xlsx,67,AL2021,010516,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,1258
mapa_1_resultados.xlsx,67,AL2021,010516,AF,[B],coalition,PS-PAN,VIVA AVEIRO,516
mapa_1_resultados.xlsx,68,AL2021,010517,AF,B.E.,party,B.E.,,786
mapa_1_resultados.xlsx,68,AL2021,010517,AF,CH,party,CH,,331
mapa_1_resultados.xlsx,68,AL2021,010517,AF,IL,party,IL,,408
mapa_1_resultados.xlsx,68,AL2021,010517,AF,PCP-PEV,coalition,PCP-PEV,,505
mapa_1_resultados.xlsx,68,AL2021,010517,AF,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,3581
mapa_1_resultados.xlsx,68,AL2021,010517,AF,[B],coalition,PS-PAN,VIVA AVEIRO,2561
mapa_1_resultados.xlsx,69,AL2021,010600,CM,CDS-PP,party,CDS-PP,,43
mapa_1_resultados.xlsx,69,AL2021,010600,CM,PPD/PSD,party,PPD/PSD,,4375
mapa_1_resultados.xlsx,69,AL2021,010600,CM,PS,party,PS,,3417
mapa_1_resultados.xlsx,69,AL2021,010600,CM,PCP-PEV,coalition,PCP-PEV,,92
mapa_1_resultados.xlsx,69,AL2021,010600,CM,[D],citizen_group,MPM,Mudar para Melhor,1544
mapa_1_resultados.xlsx,69,AL2021,010600,CM,[E],citizen_group,UCPT,Um Concelho para Todos,1164
mapa_1_resultados.xlsx,70,AL2021,010600,AM,PPD/PSD,party,PPD/PSD,,4054
mapa_1_resultados.xlsx,70,AL2021,010600,AM,PS,party,PS,,3645
mapa_1_resultados.xlsx,70,AL2021,010600,AM,PCP-PEV,coalition,PCP-PEV,,148
mapa_1_resultados.xlsx,70,AL2021,010600,AM,[D],citizen_group,MPM,Mudar para Melhor,1588
mapa_1_resultados.xlsx,70,AL2021,010600,AM,[E],citizen_group,UCPT,Um Concelho para Todos,1168
mapa_1_resultados.xlsx,71,AL2021,010602,AF,PPD/PSD,party,PPD/PSD,,391
mapa_1_resultados.xlsx,71,AL2021,010602,AF,PS,party,PS,,262
mapa_1_resultados.xlsx,71,AL2021,010602,AF,[D],citizen_group,MPM,Mudar para Melhor,111
mapa_1_resultados.xlsx,71,AL2021,010602,AF,[E],citizen_group,UCPT,Um Concelho para Todos,133
mapa_1_resultados.xlsx,72,AL2021,010606,AF,PPD/PSD,party,PPD/PSD,,179
mapa_1_resultados.xlsx,72,AL2021,010606,AF,PS,party,PS,,203
mapa_1_resultados.xlsx,72,AL2021,010606,AF,[D],citizen_group,MPM,Mudar para Melhor,368
mapa_1_resultados.xlsx,72,AL2021,010606,AF,[E],citizen_group,UCPT,Um Concelho para Todos,102
mapa_1_resultados.xlsx,73,AL2021,010607,AF,PPD/PSD,party,PPD/PSD,,424
mapa_1_resultados.xlsx,73,AL2021,010607,AF,PS,party,PS,,1058
mapa_1_resultados.xlsx,73,AL2021,010607,AF,[D],citizen_group,MPM,Mudar para Melhor,38
mapa_1_resultados.xlsx,73,AL2021,010607,AF,[E],citizen_group,UCPT,Um Concelho para Todos,83
mapa_1_resultados.xlsx,74,AL2021,010608,AF,PPD/PSD,party,PPD/PSD,,911
mapa_1_resultados.xlsx,74,AL2021,010608,AF,PS,party,PS,,350
mapa_1_resultados.xlsx,74,AL2021,010608,AF,[D],citizen_group,MPM,Mudar para Melhor,15
mapa_1_resultados.xlsx,74,AL2021,010608,AF,[E],citizen_group,UCPT,Um Concelho para Todos,70
mapa_1_resultados.xlsx,75,AL2021,010610,AF,PPD/PSD,party,PPD/PSD,,869
mapa_1_resultados.xlsx,75,AL2021,010610,AF,PS,party,PS,,963
mapa_1_resultados.xlsx,75,AL2021,010610,AF,PCP-PEV,coalition,PCP-PEV,,52
mapa_1_resultados.xlsx,75,AL2021,010610,AF,[D],citizen_group,MPM,Mudar para Melhor,413
mapa_1_resultados.xlsx,75,AL2021,010610,AF,[E],citizen_group,UCPT,Um Concelho para Todos,432
