mapa_1_resultados.xlsx,155,AL2021,011502,OVAR,CORTEGAÇA,AF,3334,2068,54,37
mapa_1_resultados.xlsx,156,AL2021,011503,OVAR,ESMORIZ,AF,11058,6233,198,163
mapa_1_resultados.xlsx,157,AL2021,011504,OVAR,MACEDA,AF,3166,1839,41,40
mapa_1_resultados.xlsx,158,AL2021,011507,OVAR,VÁLEGA,AF,6115,3081,70,66
mapa_1_resultados.xlsx,159,AL2021,011509,OVAR,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",AF,27030,13730,507,322
mapa_1_resultados.xlsx,160,AL2021,011600,SÃO JOÃO DA MADEIRA,,CM,19801,9708,269,110
mapa_1_resultados.xlsx,161,AL2021,011600,SÃO JOÃO DA MADEIRA,,AM,19801,9708,349,140
mapa_1_resultados.xlsx,162,AL2021,011601,SÃO JOÃO DA MADEIRA,SÃO JOÃO DA MADEIRA,AF,19801,9708,350,143
mapa_1_resultados.xlsx,163,AL2021,011700,SEVER DO VOUGA,,CM,10586,7382,141,130
mapa_1_resultados.xlsx,164,AL2021,011700,SEVER DO VOUGA,,AM,10586,7381,153,114
mapa_1_resultados.xlsx,165,AL2021,011702,SEVER DO VOUGA,COUTO DE ESTEVES,AF,739,557,5,8
mapa_1_resultados.xlsx,166,AL2021,011704,SEVER DO VOUGA,PESSEGUEIRO DO VOUGA,AF,1619,1152,21,27
mapa_1_resultados.xlsx,167,AL2021,011705,SEVER DO VOUGA,ROCAS DO VOUGA,AF,1526,1036,11,13
mapa_1_resultados.xlsx,168,AL2021,011706,SEVER DO VOUGA,SEVER DO VOUGA,AF,2388,1595,41,35
mapa_1_resultados.xlsx,169,AL2021,011708,SEVER DO VOUGA,TALHADAS,AF,1080,845,15,17
mapa_1_resultados.xlsx,170,AL2021,011710,SEVER DO VOUGA,UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA (1),AF,1291,925,8,17
mapa_1_resultados.xlsx,171,AL2021,011711,SEVER DO VOUGA,UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS,AF,1943,1271,25,25
mapa_1_resultados.xlsx,172,AL2021,011800,VAGOS,,CM,21958,11661,288,216
mapa_1_resultados.xlsx,173,AL2021,011800,VAGOS,,AM,21958,11657,310,195
mapa_1_resultados.xlsx,174,AL2021,011801,VAGOS,CALVÃO,AF,1973,1225,21,25
mapa_1_resultados.xlsx,175,AL2021,011804,VAGOS,GAFANHA DA BOA HORA,AF,3077,1279,65,29
mapa_1_resultados.xlsx,176,AL2021,011805,VAGOS,OUCA,AF,1623,933,13,25
mapa_1_resultados.xlsx,177,AL2021,011807,VAGOS,SOSA,AF,2650,1380,49,23
mapa_1_resultados.xlsx,178,AL2021,011810,VAGOS,SANTO ANDRÉ DE VAGOS,AF,1964,1064,17,22
mapa_1_resultados.xlsx,179,AL2021,011812,VAGOS,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,AF,2183,1245,26,28
mapa_1_resultados.xlsx,180,AL2021,011813,VAGOS,UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA,AF,2741,1558,55,28
mapa_1_resultados.xlsx,181,AL2021,011814,VAGOS,UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO,AF,5747,2988,78,52
mapa_1_resultados.xlsx,182,AL2021,011900,VALE DE CAMBRA,,CM,20218,12922,262,272
mapa_1_resultados.xlsx,183,AL2021,011900,VALE DE CAMBRA,,AM,20218,12921,318,278
mapa_1_resultados.xlsx,184,AL2021,011901,VALE DE CAMBRA,ARÕES,AF,1263,809,24,20
mapa_1_resultados.xlsx,185,AL2021,011902,VALE DE CAMBRA,SÃO PEDRO DE CASTELÕES,AF,6368,4013,87,95
mapa_1_resultados.xlsx,186,AL2021,011903,VALE DE CAMBRA,CEPELOS,AF,1238,838,15,22
mapa_1_resultados.xlsx,187,AL2021,011905,VALE DE CAMBRA,JUNQUEIRA,AF,876,638,10,10
mapa_1_resultados.xlsx,188,AL2021,011906,VALE DE CAMBRA,MACIEIRA DE CAMBRA,AF,4131,2575,58,86
mapa_1_resultados.xlsx,189,AL2021,011907,VALE DE CAMBRA,ROGE,AF,1556,1031,47,43
mapa_1_resultados.xlsx,190,AL2021,011910,VALE DE CAMBRA,"UNIÃO DAS FREGUESIAS DE VILA CHÃ, CODAL E VILA COVA DE PERRINHO",AF,4786,3019,98,50
mapa_1_resultados.xlsx,191,AL2021,020100,BEJA,,,,,,
mapa_1_resultados.xlsx,192,AL2021,020100,ALJUSTREL,,CM,7930,5452,60,67
mapa_1_resultados.xlsx,193,AL2021,020100,ALJUSTREL,,AM,7930,5452,98,72
mapa_1_resultados.xlsx,194,AL2021,020102,ALJUSTREL,ERVIDEL,AF,806,597,4,13
mapa_1_resultados.xlsx,195,AL2021,020103,ALJUSTREL,MESSEJANA,AF,731,549,5,5
mapa_1_resultados.xlsx,196,AL2021,020104,ALJUSTREL,SÃO JOÃO DE NEGRILHOS,AF,1219,854,14,15
mapa_1_resultados.xlsx,197,AL2021,020106,ALJUSTREL,UNIÃO DAS FREGUESIAS DE ALJUSTREL E RIO DE MOINHOS,AF,5174,3452,56,40
mapa_1_resultados.xlsx,198,AL2021,020200,ALMODÔVAR,,CM,6167,4438,69,80
mapa_1_resultados.xlsx,199,AL2021,020200,ALMODÔVAR,,AM,6167,4438,72,82
mapa_1_resultados.xlsx,200,AL2021,020203,ALMODÔVAR,ROSÁRIO,AF,560,400,9,13
mapa_1_resultados.xlsx,201,AL2021,020205,ALMODÔVAR,SANTA CRUZ,AF,520,382,3,6
mapa_1_resultados.xlsx,202,AL2021,020206,ALMODÔVAR,SÃO BARNABÉ,AF,386,309,4,5
mapa_1_resultados.xlsx,203,AL2021,020208,ALMODÔVAR,ALDEIA DOS FERNANDES,AF,501,363,6,12
mapa_1_resultados.xlsx,204,AL2021,020209,ALMODÔVAR,UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES,AF,3419,2430,34,35
mapa_1_resultados.xlsx,205,AL2021,020210,ALMODÔVAR,UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES,AF,781,554,7,17
mapa_1_resultados.xlsx,206,AL2021,020300,ALVITO,,CM,1908,1325,22,35
mapa_1_resultados.xlsx,207,AL2021,020300,ALVITO,,AM,1908,1325,30,35
mapa_1_resultados.xlsx,208,AL2021,020301,ALVITO,ALVITO,AF,962,693,10,17
mapa_1_resultados.xlsx,209,AL2021,020302,ALVITO,VILA NOVA DA BARONIA,AF,946,632,10,22
mapa_1_resultados.xlsx,210,AL2021,020400,BARRANCOS,,CM,1310,1000,20,12
mapa_1_resultados.xlsx,211,AL2021,020400,BARRANCOS,,AM,1310,1000,25,17
mapa_1_resultados.xlsx,212,AL2021,020401,BARRANCOS,BARRANCOS,AF,1310,1000,23,14
mapa_1_resultados.xlsx,213,AL2021,020500,BEJA,,CM,28777,16189,230,152
mapa_1_resultados.xlsx,214,AL2021,020500,BEJA,,AM,28777,16189,265,1210
mapa_1_resultados.xlsx,215,AL2021,020502,BEJA,BALEIZÃO,AF,743,490,4,6
mapa_1_resultados.xlsx,216,AL2021,020503,BEJA,BERINGEL,AF,1113,652,16,14
mapa_1_resultados.xlsx,217,AL2021,020504,BEJA,CABEÇA GORDA,AF,1115,679,11,10
mapa_1_resultados.xlsx,218,AL2021,020506,BEJA,NOSSA SENHORA DAS NEVES,AF,1348,754,25,15
mapa_1_resultados.xlsx,219,AL2021,020510,BEJA,SANTA CLARA DE LOUREDO,AF,542,380,7,3
mapa_1_resultados.xlsx,220,AL2021,020516,BEJA,SÃO MATIAS,AF,436,279,10,50
